Village_Name,Gram_Panchayat,Tehsil,District,State,Water_Scarcity_Index,Groundwater_Level,Soil_Moisture_Index,Rainfall_Category,Drought_Prone,Flood_Prone,Forest_Cover_percent,Forest_Density,NTFP_Potential_Index,Soil_Erosion_Risk,Land_Slope_Degree,Elevation_m,Distance_Road_km,Distance_Market_km,Distance_Town_km,Terrain_Difficulty,Tap_Water_Coverage_percent,FHTC_percent,Primary_Drinking_Source,Sanitation_Coverage_percent,Electricity_Coverage_percent,Hours_Electricity_per_Day,Road_Connectivity_Status,PMGSY_Road_Completed,Distance_Primary_School_km,Distance_Secondary_School_km,School_in_Village,Literacy_Rate_percent,Female_Literacy_Rate_percent,Distance_Health_Subcenter_km,Distance_PHC_km,Immunization_Rate_percent,Total_Households,Total_Population,ST_Population_percent,PVTG_Flag,Female_Headed_HH_percent,Landless_HH_percent,Migration_Rate_percent,Wage_Labour_Dependence_percent,Agriculture_Dependence_percent,NTFP_Dependence_percent,Avg_Agricultural_Productivity,Rural_Poverty_Rate_percent,Unemployment_Rate_percent,SHG_Presence,Number_of_SHGs,PMAY_Completed_Houses_percent,Kutcha_Houses_percent,JJM_Coverage_percent,JJM_Projects_in_Progress,MGNREGA_Persondays_Last_Year,MGNREGA_Assets_Created_Count,SHG_Count,Village_Covered_under_NRLM,DAJGUA_Completed_Count,DAJGUA_Status,Climate_Vulnerability_Score,Disaster_History_Score,Forest_Fire_Incidents_5yrs,Malnutrition_Risk_Index,Water_Quality_Risk
Village_50,GP Niwas,Pati,Alirajpur,Jharkhand,77.93,Shallow,91.51,Medium,Yes,No,53.89,Moderate,93.19,Low,3.75,1108.32,16.23,3.33,55.63,Easy,26.49,65.51,Tap,91.61,74.96,13.22,Good,Yes,6.05,12.96,Yes,79.12,39.44,5.92,15.51,39.51,769,11184,5.68,Yes,24.88,62.35,21.69,4.04,81.69,55.13,Medium,67.8,0.03,No,13,37.33,19.19,11.45,6,34520,51,0,No,4,In Progress,23.05,7.35,7,16.91,Low
Village_51,GP Bajag,Bajag,Umaria,Telangana,37.14,Medium,7.82,Medium,No,Yes,32.74,Dense,69.55,High,11.13,734.74,4.98,1.16,34.62,Moderate,42.97,60.8,None,63.96,50.81,21.53,Poor,Yes,8.3,15.09,No,49.35,53.26,3.01,18.33,67.15,705,7561,30.81,Yes,13.26,19.17,2.27,31.72,47.55,61.44,Medium,63.88,20.81,No,49,89.37,22.61,89.63,3,14564,19,11,No,12,Not Started,62.1,38.37,11,67.78,Low
Village_52,GP Pushparajgarh,Sendhwa,Barwani,Madhya Pradesh,44.86,Deep,9.56,High,No,No,24.91,Dense,0.51,High,5.5,302.0,24.78,37.38,26.86,Easy,26.17,78.34,Spring,33.58,35.04,14.42,Moderate,No,5.16,18.25,No,29.54,24.41,12.8,15.36,57.35,464,8128,49.16,Yes,22.22,9.49,11.34,83.44,56.03,43.75,Medium,28.45,24.34,Yes,31,41.35,21.41,37.89,2,26420,72,30,No,8,Completed,72.12,81.96,10,55.94,Low
Village_53,GP Ghughri,Pali,Mandla,Chhattisgarh,80.54,Shallow,38.72,High,No,No,50.25,Moderate,50.12,Medium,14.58,1153.54,19.36,11.93,5.38,Moderate,99.34,51.15,Spring,52.03,24.18,0.83,Poor,No,5.94,19.85,No,26.18,55.23,10.61,13.69,31.58,183,13804,94.33,No,21.51,45.77,9.94,89.38,93.21,42.65,Low,47.84,8.62,Yes,53,70.75,51.04,40.76,7,13027,66,34,Yes,19,Completed,71.3,92.58,6,24.3,High
Village_54,GP Jobat,Jobat,Anuppur,Chhattisgarh,17.37,Deep,77.03,Medium,No,No,33.04,Open,54.31,Low,34.39,1307.38,7.2,29.38,27.11,Moderate,74.45,61.45,Handpump,27.33,29.77,3.69,Moderate,Yes,7.77,2.0,Yes,30.24,60.7,12.74,24.03,36.14,673,4010,54.65,Yes,33.08,50.31,26.9,39.14,66.1,38.2,Medium,36.39,38.94,No,46,6.51,7.92,58.91,2,13388,82,34,Yes,4,Completed,60.47,92.89,17,91.1,Medium
Village_55,GP Jobat,Ghughri,Anuppur,Odisha,65.54,Shallow,96.85,Medium,Yes,Yes,29.27,Dense,53.43,High,15.75,576.53,16.43,9.89,8.72,Moderate,23.63,19.83,Spring,43.71,62.03,17.39,Good,Yes,7.59,9.85,Yes,48.83,47.91,3.03,4.42,94.57,804,7448,67.65,Yes,10.77,22.76,18.03,45.2,89.24,76.86,Low,15.0,20.35,Yes,40,74.83,46.2,50.31,1,12588,17,6,No,17,Completed,31.82,89.95,2,33.8,High
Village_56,GP Jobat,Bajag,Umaria,Odisha,27.63,Shallow,68.68,Medium,No,No,52.19,Dense,83.42,High,10.88,595.11,12.87,31.9,31.7,Difficult,88.0,91.31,None,33.38,87.41,2.47,Moderate,Yes,9.08,10.5,No,76.53,50.85,14.72,27.61,36.38,297,13342,76.41,Yes,31.63,40.68,28.64,69.2,39.51,73.15,High,66.32,23.98,Yes,22,77.54,26.18,42.49,6,4126,99,46,No,8,Completed,83.11,21.81,21,46.72,Low
Village_57,GP Ghughri,Bajag,Umaria,Jharkhand,21.92,Shallow,5.13,High,No,Yes,70.19,Dense,25.79,High,8.06,928.05,1.57,10.05,4.87,Difficult,55.24,52.72,None,48.77,94.19,22.87,Poor,Yes,5.72,14.29,No,60.92,64.71,9.72,25.19,97.3,711,2549,35.66,Yes,39.52,30.37,22.4,2.35,20.3,62.89,High,29.94,24.23,Yes,16,88.73,20.27,20.31,1,2301,61,43,Yes,17,In Progress,82.55,48.21,10,48.74,High
Village_58,GP Pushparajgarh,Sendhwa,Anuppur,Chhattisgarh,48.05,Medium,33.69,High,No,No,57.5,Moderate,52.63,High,23.09,1475.31,10.6,26.37,54.23,Moderate,85.61,0.73,None,38.37,35.51,6.74,Poor,Yes,1.45,5.93,Yes,47.59,78.04,9.79,15.69,58.97,409,4551,8.61,Yes,15.78,64.73,11.08,77.63,54.69,13.46,High,9.95,35.9,No,19,58.22,26.54,42.91,1,24738,18,11,Yes,10,In Progress,23.44,99.12,3,28.63,Medium
Village_59,GP Bajag,Bajag,Barwani,Chhattisgarh,23.66,Shallow,24.05,High,No,No,17.98,Open,12.09,High,25.09,1397.78,3.95,26.53,29.08,Difficult,86.82,91.69,Handpump,46.85,30.33,7.51,Poor,Yes,2.69,12.95,No,83.75,52.75,2.39,15.63,56.2,398,9040,84.09,No,23.2,27.42,19.54,73.8,78.78,28.72,Low,50.13,21.19,No,40,83.9,22.78,97.76,8,23155,16,31,Yes,0,Not Started,11.18,96.46,20,35.88,Medium
Village_60,GP Niwas,Bajag,Umaria,Jharkhand,59.64,Deep,80.74,Low,Yes,No,65.86,Open,28.71,Medium,12.34,1437.33,21.98,39.26,54.05,Moderate,21.78,60.05,None,20.43,37.41,2.24,Poor,Yes,5.72,8.76,Yes,86.68,74.3,14.66,15.11,47.23,566,6798,9.9,No,5.88,15.15,7.84,1.15,2.97,64.15,Medium,60.11,19.85,Yes,37,6.61,49.28,38.21,9,47813,42,35,No,18,Not Started,35.75,73.93,8,0.69,Medium
Village_61,GP Niwas,Jobat,Umaria,Telangana,53.12,Deep,80.14,Low,Yes,Yes,57.6,Open,10.02,High,34.9,793.51,8.54,13.61,9.22,Moderate,42.45,47.09,Handpump,51.08,57.38,4.15,Good,Yes,7.39,7.65,Yes,55.38,41.98,8.99,26.83,73.51,526,12042,35.92,No,21.01,27.08,27.7,92.98,13.42,8.57,Low,10.74,34.73,No,39,69.09,29.36,7.34,5,42837,31,35,No,3,Completed,33.39,20.85,14,87.64,Medium
Village_62,GP Jobat,Ghughri,Anuppur,Chhattisgarh,64.23,Shallow,43.96,Medium,No,Yes,59.46,Dense,74.07,Medium,10.15,732.45,7.83,16.51,51.74,Easy,34.62,7.63,Tap,56.91,93.84,1.75,Good,No,7.68,8.91,Yes,59.07,51.1,15.23,23.4,71.49,305,7396,11.91,No,34.7,47.5,22.57,16.06,32.75,3.05,Low,33.99,15.46,Yes,30,2.42,5.49,16.61,5,30875,14,2,No,0,In Progress,15.23,78.73,18,17.28,Medium
Village_63,GP Niwas,Sendhwa,Anuppur,Telangana,46.64,Medium,68.0,High,Yes,Yes,1.68,Open,62.12,Medium,2.26,1273.48,23.31,39.05,6.55,Moderate,32.6,83.2,None,59.85,28.43,15.08,Poor,Yes,1.28,9.57,Yes,76.74,39.5,5.43,27.29,55.61,251,7799,72.86,No,14.46,6.7,0.68,47.17,26.15,26.83,Medium,18.82,23.45,No,25,55.64,16.97,46.9,9,16412,91,13,No,4,Completed,88.82,26.67,7,39.2,Medium
Village_64,GP Pushparajgarh,Sendhwa,Dindori,Odisha,79.67,Shallow,67.42,High,No,No,50.64,Open,18.33,Medium,11.18,477.02,9.11,6.18,11.47,Difficult,40.58,14.19,Spring,18.21,57.21,18.01,Poor,Yes,7.31,2.06,No,84.93,43.82,11.37,8.99,69.02,286,10720,99.8,No,16.77,68.61,16.12,65.41,11.31,47.39,High,40.61,24.23,No,12,56.5,42.64,97.76,4,45255,46,8,No,6,Not Started,15.81,96.46,11,14.64,Low
Village_65,GP Jobat,Pali,Jhabua,Madhya Pradesh,66.42,Medium,91.76,Low,Yes,No,57.94,Open,1.04,Medium,13.39,629.74,4.57,24.99,28.05,Easy,50.27,28.69,Spring,53.89,99.24,18.06,Good,No,9.42,10.96,Yes,43.1,64.49,2.25,27.72,62.06,773,804,33.12,No,23.66,18.29,10.89,54.83,32.57,85.84,Low,66.58,4.17,No,58,78.99,36.12,36.77,8,46809,58,42,No,16,Completed,94.53,94.24,2,8.37,Low
Village_66,GP Ghughri,Pati,Alirajpur,Madhya Pradesh,31.0,Medium,8.96,Medium,No,Yes,68.09,Moderate,0.57,High,8.88,843.89,9.58,31.06,41.65,Easy,69.68,9.07,Tap,59.02,62.43,8.65,Moderate,No,3.72,13.05,No,89.67,38.63,18.38,18.27,84.75,515,8318,42.47,No,9.75,67.36,9.54,97.33,45.76,97.29,Medium,11.13,14.6,Yes,37,22.81,50.34,77.82,0,19095,82,39,No,10,Completed,10.03,93.59,1,60.9,Medium
Village_67,GP Jobat,Bajag,Sheopur,Odisha,97.13,Shallow,16.81,Medium,Yes,No,19.73,Open,37.6,Low,6.34,133.21,10.64,33.37,49.28,Moderate,12.78,41.04,Spring,14.2,82.63,13.91,Poor,No,6.35,13.16,No,31.76,73.78,10.57,27.75,95.81,457,11565,4.13,No,39.36,66.6,23.1,27.96,68.73,86.95,Medium,17.12,15.98,No,45,43.61,24.12,8.67,2,34942,14,20,No,1,Not Started,94.75,15.04,11,60.0,Low
Village_68,GP Ghughri,Pali,Dindori,Odisha,2.24,Deep,93.8,High,Yes,Yes,36.75,Open,47.99,High,11.13,104.1,10.0,28.92,32.15,Moderate,13.4,66.33,Spring,1.46,96.78,9.84,Poor,Yes,7.3,9.68,No,43.72,45.57,5.78,21.86,85.46,721,1584,54.28,Yes,12.04,52.53,13.09,25.02,40.23,44.14,Medium,50.51,7.2,No,25,42.68,48.07,43.55,0,28780,44,2,No,4,Completed,18.36,41.11,1,46.58,Low
Village_69,GP Niwas,Pati,Umaria,Madhya Pradesh,34.96,Medium,56.48,Low,No,Yes,51.58,Dense,11.81,Medium,7.74,1425.45,12.84,34.76,32.85,Difficult,12.54,44.85,Tap,8.58,60.14,1.65,Good,No,8.84,8.99,Yes,66.94,28.34,18.54,15.88,30.62,260,7656,25.74,Yes,10.13,67.01,1.38,36.64,11.18,37.28,Low,46.03,0.78,Yes,21,2.59,46.44,55.93,0,29855,94,33,No,7,Not Started,68.53,23.33,8,9.91,Medium
Village_70,GP Niwas,Pati,Anuppur,Chhattisgarh,12.63,Shallow,11.66,Low,No,No,61.73,Open,78.65,Medium,28.2,1223.71,8.1,2.25,21.69,Easy,57.13,42.26,Tap,88.5,64.68,2.15,Good,No,0.68,17.18,No,63.75,48.1,8.21,13.81,75.64,921,2547,22.91,No,39.02,11.66,22.81,78.86,31.68,34.77,Low,57.01,10.45,No,10,14.24,50.76,86.8,2,30758,89,36,Yes,6,Not Started,64.27,84.89,5,43.84,Medium
Village_71,GP Pushparajgarh,Sendhwa,Sheopur,Madhya Pradesh,38.95,Medium,17.11,High,No,Yes,45.48,Open,70.84,Low,17.81,1327.95,0.54,35.92,27.37,Easy,48.78,76.25,Tap,55.96,92.57,12.22,Good,No,3.78,7.82,No,69.11,25.95,8.14,7.35,98.02,901,1033,32.52,Yes,10.13,62.78,15.38,71.24,40.66,56.84,Medium,1.79,33.62,No,22,97.34,42.9,0.33,2,80,37,10,No,14,Not Started,80.31,94.94,24,1.04,Medium
Village_72,GP Niwas,Jobat,Sheopur,Jharkhand,83.57,Deep,14.22,Low,No,Yes,28.93,Dense,28.51,Low,23.32,851.33,8.32,2.77,35.83,Difficult,6.78,89.2,Handpump,48.25,92.51,23.75,Moderate,Yes,2.97,11.31,No,82.73,37.41,14.78,0.14,92.65,618,9785,77.1,No,9.13,6.62,25.05,56.51,81.55,83.59,Low,10.09,17.78,No,27,86.9,8.87,28.9,4,44637,85,2,Yes,5,In Progress,47.53,5.26,8,8.78,Medium
Village_73,GP Jobat,Bajag,Mandla,Madhya Pradesh,52.17,Medium,74.88,Low,No,Yes,26.1,Open,65.59,High,10.01,1304.94,17.75,5.77,29.12,Moderate,83.08,8.79,None,63.55,68.28,13.75,Poor,Yes,6.88,1.17,No,35.9,48.91,13.13,21.83,72.04,774,1301,3.47,Yes,15.96,63.35,20.69,5.33,73.54,89.03,Low,64.14,25.02,Yes,58,63.79,38.01,53.69,4,26658,15,41,No,15,Not Started,26.27,16.6,0,7.37,Low
Village_74,GP Ghughri,Pati,Umaria,Chhattisgarh,59.03,Deep,81.73,Low,Yes,No,16.29,Dense,75.11,Medium,34.7,143.28,6.82,36.83,7.85,Moderate,46.63,10.67,Spring,27.02,28.86,8.5,Moderate,Yes,3.91,12.49,Yes,45.17,60.29,8.67,18.6,99.21,855,12074,42.26,Yes,36.8,10.63,8.39,43.93,63.48,49.66,Medium,34.74,23.77,No,23,85.21,59.8,99.96,7,15152,4,11,No,15,Not Started,99.87,54.99,24,45.57,High
Village_75,GP Pati,Pati,Dindori,Jharkhand,89.93,Deep,73.87,Medium,Yes,Yes,62.72,Dense,45.96,Low,10.8,512.71,10.95,35.0,40.79,Moderate,14.69,78.92,None,39.94,37.43,6.69,Poor,No,5.45,4.89,Yes,59.21,67.42,14.57,12.6,92.8,559,1256,94.54,No,16.11,6.37,5.83,82.39,17.41,61.54,High,5.84,12.55,Yes,52,52.86,37.41,40.5,9,29927,82,2,Yes,15,Not Started,87.46,2.23,24,15.37,Low
Village_76,GP Bajag,Ghughri,Mandla,Madhya Pradesh,15.0,Medium,92.64,Low,No,Yes,17.07,Open,50.06,Medium,26.67,156.06,24.17,1.43,22.11,Easy,37.01,39.96,None,77.6,5.06,20.48,Good,Yes,4.35,13.46,No,72.81,76.97,14.01,8.36,47.38,178,4130,99.59,No,25.0,62.76,8.04,56.49,72.08,40.7,Medium,69.16,24.71,Yes,31,8.37,34.03,15.41,3,14657,43,35,No,17,In Progress,0.12,86.36,9,75.6,Low
Village_77,GP Bajag,Pali,Dindori,Madhya Pradesh,2.84,Medium,55.29,Medium,No,No,2.07,Dense,21.05,Medium,29.25,929.84,1.99,34.38,42.88,Moderate,40.88,49.97,Spring,93.17,50.86,20.05,Poor,No,6.31,0.16,Yes,58.05,33.47,9.72,7.55,78.23,381,11986,91.76,Yes,15.66,61.01,12.0,0.73,71.06,57.0,Low,55.85,22.69,No,34,75.79,31.54,28.71,7,41695,45,27,No,7,Not Started,88.97,92.97,7,32.15,Medium
Village_78,GP Pati,Ghughri,Barwani,Odisha,50.05,Deep,71.81,Medium,Yes,Yes,30.97,Moderate,26.98,Low,24.8,839.58,5.92,11.02,53.76,Moderate,33.56,33.27,Tap,12.81,6.36,8.0,Good,No,6.97,17.41,Yes,25.37,72.96,16.67,29.11,63.97,680,5759,45.99,Yes,25.65,31.2,9.93,12.29,54.71,26.96,High,51.66,11.64,No,8,15.48,35.34,92.1,2,35003,22,2,Yes,13,In Progress,77.23,46.53,6,44.82,High
Village_79,GP Niwas,Bajag,Mandla,Odisha,19.04,Deep,50.98,Low,Yes,Yes,58.45,Dense,88.61,High,9.04,1344.3,16.1,14.48,58.1,Difficult,11.96,52.32,Handpump,50.97,46.37,0.1,Good,Yes,8.67,2.76,No,87.55,62.49,3.75,21.51,59.32,212,2802,89.39,No,0.74,30.55,19.2,10.4,4.93,33.84,Low,67.75,22.15,No,39,98.17,32.76,70.21,4,1850,95,0,Yes,5,Completed,84.23,99.34,17,77.33,High
Village_80,GP Bajag,Sendhwa,Alirajpur,Telangana,20.36,Medium,14.94,High,Yes,No,39.49,Dense,82.16,High,22.87,803.49,24.83,28.95,19.83,Easy,82.17,54.09,Tap,22.32,66.38,17.22,Poor,No,6.47,16.54,No,83.64,30.21,10.03,8.68,59.64,335,2017,0.29,No,0.18,20.06,13.11,70.15,45.09,39.01,High,54.19,21.8,Yes,32,74.87,47.37,35.99,7,30213,74,47,Yes,12,Not Started,86.89,38.65,11,20.69,Medium
Village_81,GP Ghughri,Pati,Mandla,Odisha,33.58,Deep,34.21,High,No,Yes,43.61,Open,78.29,Medium,7.77,802.42,21.73,28.08,36.13,Difficult,44.04,5.92,Tap,63.85,41.54,4.49,Good,No,0.74,0.67,Yes,68.43,43.46,17.94,15.97,88.29,393,7812,28.92,No,19.23,62.86,4.74,10.37,31.49,93.74,Medium,41.65,20.04,Yes,37,86.65,42.09,46.81,7,3836,75,24,Yes,4,In Progress,27.8,78.01,17,51.78,Low
Village_82,GP Jobat,Ghughri,Jhabua,Telangana,50.28,Deep,69.26,High,No,No,39.9,Open,88.05,High,21.27,1137.19,18.04,25.82,25.64,Difficult,59.04,95.85,Handpump,66.72,67.77,8.65,Good,Yes,5.97,10.31,Yes,65.76,30.19,14.55,17.31,69.13,561,4499,63.84,No,4.61,1.5,19.15,2.0,33.09,43.24,Medium,50.28,22.56,No,53,29.19,16.28,19.43,2,24924,14,30,No,4,In Progress,62.74,60.62,23,99.97,Low
Village_83,GP Jobat,Jobat,Umaria,Chhattisgarh,57.05,Medium,42.74,Medium,Yes,No,74.38,Moderate,22.84,High,14.68,176.93,19.8,20.06,15.34,Easy,20.12,40.97,Spring,21.42,50.36,23.21,Good,Yes,4.78,19.79,No,69.51,17.54,14.22,1.33,80.61,988,13656,1.39,Yes,16.92,2.33,11.51,21.98,58.76,18.95,High,3.54,19.16,No,50,99.85,41.03,49.97,1,8974,7,34,Yes,12,Not Started,86.64,9.46,14,40.03,Low
Village_84,GP Niwas,Pati,Alirajpur,Chhattisgarh,37.69,Medium,21.63,High,No,No,56.19,Open,0.46,Medium,26.19,1386.97,12.26,39.44,27.65,Moderate,42.34,95.56,Tap,50.01,26.2,16.97,Good,Yes,9.74,14.64,Yes,48.86,73.09,9.99,10.71,46.32,690,8778,85.46,Yes,31.37,4.82,9.34,85.84,23.35,93.67,High,67.92,22.57,Yes,2,65.73,20.27,82.59,9,48892,57,46,No,14,Not Started,42.82,11.43,22,41.78,Low
Village_85,GP Bajag,Sendhwa,Umaria,Jharkhand,29.36,Deep,55.81,Low,Yes,No,46.98,Dense,74.89,Low,14.72,1202.95,10.72,13.36,12.72,Moderate,22.7,52.36,None,13.31,83.55,2.33,Good,No,7.05,6.09,No,21.09,59.92,14.98,23.2,50.85,176,12157,35.07,Yes,0.78,31.28,19.29,69.6,9.78,14.73,Low,29.5,28.91,No,32,58.51,46.45,26.25,9,27461,28,8,No,5,Completed,55.67,11.56,10,35.59,High
Village_86,GP Niwas,Sendhwa,Anuppur,Telangana,80.05,Shallow,85.46,High,Yes,Yes,0.3,Open,31.5,Low,32.48,574.78,23.88,37.36,57.29,Difficult,94.36,84.28,Handpump,86.32,29.23,20.46,Moderate,Yes,4.02,7.44,Yes,45.74,74.28,17.83,0.62,98.52,913,11614,53.9,No,6.61,65.32,18.84,45.24,66.36,37.0,Medium,43.38,15.45,No,10,3.61,57.5,4.36,6,22567,80,37,No,10,In Progress,98.79,70.75,19,19.87,High
Village_87,GP Jobat,Jobat,Alirajpur,Madhya Pradesh,56.33,Deep,54.74,Low,Yes,Yes,34.92,Dense,15.95,Medium,30.26,518.26,21.86,32.04,40.29,Difficult,69.01,17.99,Spring,36.24,36.74,1.2,Moderate,No,2.96,8.38,Yes,81.13,48.5,10.73,3.07,31.76,920,12620,82.87,Yes,10.44,64.66,6.28,43.79,68.93,95.44,High,42.98,25.99,Yes,35,74.24,46.24,61.65,8,38897,51,12,No,1,Completed,76.68,6.23,20,30.77,High
Village_88,GP Niwas,Sendhwa,Sheopur,Chhattisgarh,64.89,Medium,80.0,Low,No,No,9.37,Open,58.37,Low,27.22,173.38,24.06,34.07,6.4,Easy,54.17,70.59,Handpump,71.08,71.37,5.12,Poor,Yes,4.85,7.11,No,23.13,20.62,12.54,11.69,99.05,824,9281,85.26,No,26.51,60.59,21.93,81.95,64.57,20.94,Low,64.51,29.63,Yes,7,35.45,11.17,17.67,2,8423,29,11,Yes,3,Completed,35.8,16.87,5,61.49,Low
Village_89,GP Niwas,Niwas,Mandla,Odisha,55.25,Medium,56.21,High,No,Yes,74.68,Dense,70.27,Low,9.67,1411.3,5.9,10.96,37.47,Difficult,1.91,85.27,Handpump,10.62,76.65,20.94,Poor,No,9.53,1.68,Yes,61.12,70.96,12.89,5.69,31.92,814,8295,68.04,Yes,20.79,28.57,19.57,24.71,0.97,81.22,High,19.06,10.17,Yes,31,65.27,39.28,84.58,9,19850,86,23,Yes,18,Not Started,99.03,3.14,9,0.2,Medium
Village_90,GP Bajag,Sendhwa,Alirajpur,Chhattisgarh,70.92,Deep,29.84,Medium,Yes,Yes,37.14,Moderate,12.33,Medium,21.1,969.12,15.57,31.53,29.15,Easy,49.89,51.92,Spring,74.41,28.31,17.65,Moderate,Yes,6.06,8.29,No,57.82,12.54,18.33,10.91,85.18,879,9297,42.89,Yes,30.19,7.22,15.99,90.97,73.41,13.08,High,46.45,34.46,Yes,10,0.54,48.68,77.5,0,10774,44,25,No,1,Completed,8.35,96.0,1,40.98,Medium
Village_91,GP Niwas,Niwas,Umaria,Madhya Pradesh,60.07,Deep,56.04,Medium,No,Yes,72.03,Moderate,31.77,Medium,21.73,1097.08,7.57,34.96,15.05,Moderate,42.59,40.21,Handpump,45.26,16.38,12.84,Moderate,Yes,1.15,14.85,No,85.9,28.07,11.61,19.39,71.49,445,11760,27.76,No,3.23,51.39,28.82,74.42,68.3,71.43,Low,35.37,4.0,No,24,80.12,19.04,16.71,5,16235,61,30,No,6,In Progress,39.38,31.69,9,78.08,Medium
Village_92,GP Ghughri,Niwas,Anuppur,Chhattisgarh,79.22,Shallow,29.79,High,Yes,No,53.1,Dense,78.68,High,34.55,480.09,9.56,10.67,39.32,Moderate,36.02,74.54,Handpump,67.67,87.38,8.85,Good,Yes,6.05,14.45,No,24.29,82.76,2.43,20.47,77.85,271,2756,8.18,No,13.24,54.07,15.36,54.98,38.77,16.23,Low,37.81,5.71,Yes,7,98.3,21.69,29.78,3,25344,81,27,Yes,12,Completed,40.82,10.61,23,78.27,High
Village_93,GP Ghughri,Ghughri,Alirajpur,Odisha,18.64,Deep,95.95,Medium,No,Yes,60.32,Dense,75.02,Medium,11.33,128.37,8.13,22.2,31.75,Moderate,99.03,68.66,Tap,91.04,47.29,13.57,Moderate,No,6.4,12.6,No,68.08,30.42,11.91,3.96,33.22,86,13897,63.53,Yes,26.74,49.65,23.94,95.08,86.77,21.52,Medium,21.63,19.59,Yes,51,41.97,19.88,69.94,1,11930,73,33,No,0,In Progress,88.05,82.68,0,24.98,High
Village_94,GP Ghughri,Ghughri,Alirajpur,Chhattisgarh,37.0,Deep,73.53,High,No,No,57.61,Moderate,15.25,High,34.28,895.82,24.39,20.48,41.89,Difficult,41.77,74.3,Handpump,68.77,73.32,12.55,Moderate,No,8.24,3.8,No,36.01,39.23,18.29,23.62,69.41,86,1616,3.51,Yes,37.79,30.22,16.18,21.3,89.74,16.48,Medium,4.48,34.64,No,50,14.36,31.67,55.25,4,8890,68,39,No,19,In Progress,89.42,96.27,11,35.71,Low
Village_95,GP Ghughri,Sendhwa,Mandla,Chhattisgarh,46.97,Shallow,52.61,Medium,Yes,Yes,3.87,Dense,67.32,Low,26.47,76.36,19.48,36.99,37.99,Easy,63.09,94.98,Tap,86.14,25.71,4.18,Poor,No,3.15,5.34,No,70.16,73.67,9.29,4.22,81.56,536,4505,43.73,Yes,7.37,11.7,8.82,50.47,69.64,65.44,Medium,55.47,10.22,No,8,85.96,28.53,15.44,3,17524,56,49,No,1,In Progress,20.02,70.53,10,99.76,High
Village_96,GP Pati,Bajag,Barwani,Telangana,33.89,Shallow,59.69,Medium,Yes,No,63.34,Moderate,37.46,Medium,21.67,942.56,15.0,37.13,52.73,Difficult,88.12,34.65,Spring,97.15,47.99,22.93,Poor,No,7.92,16.36,No,73.8,10.19,15.21,0.57,34.76,299,8715,4.17,No,37.44,43.68,25.1,6.97,66.62,60.68,Low,69.09,19.78,No,43,90.63,38.21,75.91,8,11498,98,33,No,0,In Progress,97.4,53.05,2,92.24,Medium
Village_97,GP Ghughri,Sendhwa,Dindori,Chhattisgarh,11.4,Medium,53.79,High,Yes,No,1.44,Dense,94.95,High,13.03,84.13,6.92,26.59,48.4,Easy,90.11,58.18,Handpump,29.01,75.32,5.98,Moderate,Yes,6.2,12.48,No,46.07,30.01,9.76,28.74,58.84,750,3805,56.99,No,4.87,30.06,10.78,13.78,45.12,22.4,High,3.08,33.67,No,16,74.3,12.89,86.97,1,7943,59,21,Yes,10,In Progress,1.34,0.97,23,88.7,High
Village_98,GP Bajag,Bajag,Sheopur,Jharkhand,41.69,Deep,25.31,Low,No,No,8.34,Moderate,48.16,High,14.4,937.88,14.57,4.4,17.6,Moderate,66.8,65.29,Tap,8.77,31.45,16.96,Moderate,Yes,3.66,15.17,No,23.69,33.03,6.7,26.86,30.99,764,13523,41.0,Yes,4.84,2.6,25.89,40.25,71.83,8.18,High,69.57,26.28,No,13,7.58,5.57,51.54,3,9965,12,23,No,1,In Progress,71.83,9.2,2,15.97,High
Village_99,GP Pati,Pati,Barwani,Jharkhand,99.92,Medium,50.59,High,No,Yes,27.7,Dense,66.72,Medium,8.89,1449.74,13.61,3.38,56.59,Easy,73.94,33.49,Tap,93.99,99.09,4.61,Moderate,Yes,1.97,6.44,No,23.32,57.75,0.39,7.09,92.67,520,8777,39.13,Yes,29.62,56.1,8.94,87.33,61.63,61.18,Medium,11.84,26.79,Yes,46,72.03,49.39,81.77,2,46966,56,17,No,6,Completed,59.29,67.47,17,84.38,High
Village_100,GP Niwas,Sendhwa,Mandla,Jharkhand,50.5,Shallow,81.83,Low,Yes,Yes,35.98,Open,12.46,Medium,32.1,849.26,12.63,33.91,22.41,Difficult,80.37,71.87,Tap,69.44,70.44,17.95,Moderate,No,4.3,10.3,No,51.04,54.64,11.2,4.7,94.69,804,2264,22.77,No,39.49,22.83,18.99,92.07,44.18,12.18,High,18.2,32.54,No,31,8.46,2.42,0.42,3,37822,91,11,No,3,Completed,14.15,62.56,10,0.58,Medium
Village_101,GP Pati,Pati,Umaria,Chhattisgarh,44.72,Deep,90.63,Medium,No,No,70.32,Dense,21.07,Low,27.38,1182.56,13.95,34.68,18.17,Moderate,35.65,42.06,None,16.98,23.73,0.0,Good,No,7.69,10.85,No,39.53,47.57,9.29,14.07,94.34,267,1780,9.73,No,4.97,68.29,0.3,34.65,5.79,62.8,Low,24.48,14.04,No,27,45.16,45.63,11.69,3,22132,74,27,Yes,12,Completed,1.78,45.7,24,28.91,High
